peptide_id,organism,recovery_status,censor_type,recovered_min_uM,recovered_max_uM
23353,Collinsella aerofaciens,recovered,censored,128.0,inf
23353,Enterococcus faecalis,recovered,censored,128.0,inf
23353,Eubacterium rectale,recovered,censored,128.0,inf
23353,Klebsiella pneumoniae,recovered,censored,128.0,inf
23353,Parabacteroides distasonis,recovered,censored,128.0,inf
23353,Prevotella copri,recovered,censored,128.0,inf
23354,Bacteroides fragilis,recovered,censored,128.0,inf
23354,Bacteroides ovatus,recovered,censored,128.0,inf
23354,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23354,Bacteroides uniformis,recovered,censored,128.0,inf
23354,Bacteroides vulgatus,recovered,censored,128.0,inf
23354,Clostridium scindens,recovered,censored,128.0,inf
23354,Clostridium spiroforme,recovered,censored,128.0,inf
23354,Enterococcus faecalis,recovered,censored,128.0,inf
23354,Enterococcus faecium,recovered,censored,128.0,inf
23354,Klebsiella pneumoniae,recovered,censored,128.0,inf
23354,Parabacteroides distasonis,recovered,censored,128.0,inf
23354,Prevotella copri,recovered,censored,128.0,inf
23354,Pseudomonas aeruginosa,recovered,censored,128.0,inf
23354,Staphylococcus aureus,recovered,censored,128.0,inf
23355,Bacteroides fragilis,recovered,censored,128.0,inf
23355,Bacteroides ovatus,recovered,censored,128.0,inf
23355,Enterococcus faecalis,recovered,censored,128.0,inf
23355,Klebsiella pneumoniae,recovered,censored,128.0,inf
23355,Pseudomonas aeruginosa,recovered,censored,128.0,inf
23356,Akkermansia muciniphila,recovered,censored,128.0,inf
23356,Bacteroides eggerthii,recovered,censored,128.0,inf
23356,Bacteroides fragilis,recovered,censored,128.0,inf
23356,Bacteroides ovatus,recovered,censored,128.0,inf
23356,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23356,Bacteroides uniformis,recovered,censored,128.0,inf
23356,Bacteroides vulgatus,recovered,censored,128.0,inf
23356,Clostridium scindens,recovered,censored,128.0,inf
23356,Clostridium spiroforme,recovered,censored,128.0,inf
23356,Collinsella aerofaciens,recovered,censored,128.0,inf
23356,Enterococcus faecalis,recovered,censored,128.0,inf
23356,Eubacterium rectale,recovered,censored,128.0,inf
23356,Parabacteroides distasonis,recovered,censored,128.0,inf
23356,Prevotella copri,recovered,censored,128.0,inf
23357,Bacteroides eggerthii,recovered,censored,128.0,inf
23357,Bacteroides fragilis,recovered,censored,128.0,inf
23357,Bacteroides ovatus,recovered,censored,128.0,inf
23357,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23357,Bacteroides vulgatus,recovered,censored,128.0,inf
23357,Clostridium scindens,recovered,censored,128.0,inf
23357,Clostridium spiroforme,recovered,censored,128.0,inf
23357,Collinsella aerofaciens,recovered,censored,128.0,inf
23357,Enterococcus faecalis,recovered,censored,128.0,inf
23357,Eubacterium rectale,recovered,censored,128.0,inf
23357,Klebsiella pneumoniae,recovered,censored,128.0,inf
23358,Akkermansia muciniphila,recovered,censored,128.0,inf
23358,Bacteroides ovatus,recovered,censored,128.0,inf
23358,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23358,Bacteroides uniformis,recovered,censored,128.0,inf
23358,Bacteroides vulgatus,recovered,censored,128.0,inf
23358,Clostridium scindens,recovered,censored,128.0,inf
23358,Clostridium spiroforme,recovered,censored,128.0,inf
23358,Collinsella aerofaciens,recovered,censored,128.0,inf
23358,Enterococcus faecalis,recovered,censored,128.0,inf
23358,Eubacterium rectale,recovered,censored,128.0,inf
23358,Parabacteroides distasonis,recovered,censored,128.0,inf
23359,Acinetobacter baumannii,recovered,censored,128.0,inf
23359,Bacteroides uniformis,recovered,censored,128.0,inf
23359,Bacteroides vulgatus,recovered,censored,128.0,inf
23359,Clostridium scindens,recovered,censored,128.0,inf
23359,Clostridium spiroforme,recovered,censored,128.0,inf
23359,Collinsella aerofaciens,recovered,censored,128.0,inf
23359,Enterococcus faecalis,recovered,censored,128.0,inf
23359,Klebsiella pneumoniae,recovered,censored,128.0,inf
23362,Akkermansia muciniphila,recovered,censored,128.0,inf
23362,Bacteroides fragilis,recovered,censored,128.0,inf
23362,Bacteroides ovatus,recovered,censored,128.0,inf
23362,Bacteroides uniformis,recovered,censored,128.0,inf
23362,Bacteroides vulgatus,recovered,censored,128.0,inf
23362,Clostridium scindens,recovered,censored,128.0,inf
23362,Collinsella aerofaciens,recovered,censored,128.0,inf
23362,Enterococcus faecalis,recovered,censored,128.0,inf
23362,Enterococcus faecium,recovered,censored,128.0,inf
23362,Klebsiella pneumoniae,recovered,censored,128.0,inf
23362,Parabacteroides distasonis,recovered,censored,128.0,inf
23362,Pseudomonas aeruginosa,recovered,censored,128.0,inf
23363,Akkermansia muciniphila,recovered,censored,128.0,inf
23363,Bacteroides uniformis,recovered,censored,128.0,inf
23363,Bacteroides vulgatus,recovered,censored,128.0,inf
23363,Clostridium scindens,recovered,censored,128.0,inf
23363,Collinsella aerofaciens,recovered,censored,128.0,inf
23363,Enterococcus faecalis,recovered,censored,128.0,inf
23363,Enterococcus faecium,recovered,censored,128.0,inf
23363,Eubacterium rectale,recovered,censored,128.0,inf
23363,Klebsiella pneumoniae,recovered,censored,128.0,inf
23363,Parabacteroides distasonis,recovered,censored,128.0,inf
23363,Pseudomonas aeruginosa,recovered,censored,128.0,inf
23364,Akkermansia muciniphila,recovered,censored,128.0,inf
23364,Bacteroides fragilis,recovered,censored,128.0,inf
23364,Bacteroides ovatus,recovered,censored,128.0,inf
23364,Bacteroides vulgatus,recovered,censored,128.0,inf
23364,Clostridium spiroforme,recovered,censored,128.0,inf
23364,Collinsella aerofaciens,recovered,censored,128.0,inf
23364,Enterococcus faecalis,recovered,censored,128.0,inf
23364,Enterococcus faecium,recovered,censored,128.0,inf
23364,Escherichia coli,recovered,censored,128.0,inf
23364,Eubacterium rectale,recovered,censored,128.0,inf
23364,Klebsiella pneumoniae,recovered,censored,128.0,inf
23364,Prevotella copri,recovered,censored,128.0,inf
23364,Pseudomonas aeruginosa,recovered,censored,128.0,inf
23364,Staphylococcus aureus,recovered,censored,128.0,inf
23367,Staphylococcus epidermidis,recovered,censored,0.0,1.3
23368,Staphylococcus epidermidis,recovered,censored,0.0,1.3
23369,Staphylococcus epidermidis,recovered,censored,0.0,1.35
23370,Escherichia coli,recovered,ranged,10.0,22.0
23370,Staphylococcus aureus,recovered,ranged,6.0,12.0
23371,Burkholderia cenocepacia,recovered,censored,32.0,inf
23371,Proteus mirabilis,recovered,censored,32.0,inf
23371,Pseudomonas aeruginosa,recovered,censored,32.0,inf
23371,Staphylococcus aureus,recovered,censored,32.0,inf
23372,Burkholderia cenocepacia,recovered,censored,32.0,inf
23372,Proteus mirabilis,recovered,censored,32.0,inf
23373,Burkholderia cenocepacia,recovered,censored,32.0,inf
23379,Pseudomonas aeruginosa,recovered,censored,64.0,inf
23380,Pseudomonas aeruginosa,recovered,censored,64.0,inf
23381,Pseudomonas aeruginosa,recovered,censored,64.0,inf
23382,Pseudomonas aeruginosa,recovered,censored,64.0,inf
23383,Pseudomonas aeruginosa,recovered,censored,64.0,inf
23385,Pseudomonas aeruginosa,recovered,censored,64.0,inf
23391,Mycobacterium abscessus,recovered,censored,370.0,inf
23398,Pseudomonas aeruginosa,recovered,censored,64.0,inf
23399,Pseudomonas aeruginosa,recovered,censored,64.0,inf
23401,Enterococcus faecalis,recovered,censored,16.0,inf
23401,Escherichia coli,recovered,censored,16.0,inf
23401,Klebsiella pneumoniae,recovered,censored,16.0,inf
23401,Salmonella enterica,recovered,censored,16.0,inf
23401,Streptococcus pyogenes,recovered,censored,16.0,inf
23415,Pseudomonas aeruginosa,recovered,censored,32.0,inf
23418,Acinetobacter baumannii,recovered,censored,32.0,inf
23418,Escherichia coli,recovered,censored,32.0,inf
23418,Pseudomonas aeruginosa,recovered,censored,32.0,inf
23419,Franconibacter helveticus,recovered,ranged,44.0,88.0
23419,Staphylococcus xylosus,recovered,censored,176.0,inf
23420,Bacillus subtilis,recovered,ranged,10.5,21.0
23420,Franconibacter helveticus,recovered,ranged,21.0,41.9
23421,Bacillus subtilis,recovered,ranged,1.09,2.17
23421,Staphylococcus xylosus,recovered,ranged,8.7,17.4
23422,Franconibacter helveticus,recovered,ranged,0.544,1.09
23422,Staphylococcus xylosus,recovered,ranged,8.7,17.4
23423,Bacillus subtilis,recovered,ranged,2.0,4.0
23423,Staphylococcus xylosus,recovered,ranged,16.0,32.0
23424,Franconibacter helveticus,recovered,ranged,0.936,1.87
23425,Bacillus subtilis,recovered,ranged,0.936,1.87
23426,Staphylococcus xylosus,recovered,ranged,7.24,14.5
23427,Staphylococcus xylosus,recovered,ranged,3.17,6.35
23428,Klebsiella pneumoniae,recovered,censored,128.0,inf
23432,Klebsiella pneumoniae,recovered,censored,128.0,inf
23464,Aeromonas hydrophila,recovered,censored,40.0,inf
23464,Bacillus subtilis,recovered,censored,40.0,inf
23464,Corynebacterium glutamicum,recovered,censored,40.0,inf
23464,Escherichia coli,recovered,censored,40.0,inf
23464,Pseudomonas aeruginosa,recovered,censored,40.0,inf
23464,Pseudomonas fluorescens,recovered,censored,40.0,inf
23464,Shigella flexneri,recovered,censored,40.0,inf
23464,Staphylococcus aureus,recovered,censored,40.0,inf
23464,Vibrio alginolyticus,recovered,censored,40.0,inf
23465,Aeromonas hydrophila,recovered,ranged,5.0,10.0
23465,Bacillus subtilis,recovered,ranged,2.5,5.0
23465,Corynebacterium glutamicum,recovered,ranged,1.25,2.5
23465,Escherichia coli,recovered,ranged,1.25,2.5
23465,Pseudomonas aeruginosa,recovered,ranged,20.0,40.0
23465,Pseudomonas fluorescens,recovered,ranged,5.0,10.0
23465,Shigella flexneri,recovered,ranged,2.5,5.0
23465,Staphylococcus aureus,recovered,ranged,5.0,10.0
23465,Vibrio alginolyticus,recovered,censored,40.0,inf
23466,Aeromonas hydrophila,recovered,ranged,1.25,2.5
23466,Bacillus subtilis,recovered,censored,0.0,1.25
23466,Corynebacterium glutamicum,recovered,censored,0.0,1.25
23466,Escherichia coli,recovered,ranged,1.25,2.5
23466,Pseudomonas aeruginosa,recovered,ranged,5.0,10.0
23466,Pseudomonas fluorescens,recovered,ranged,2.5,5.0
23466,Shigella flexneri,recovered,ranged,1.25,2.5
23466,Staphylococcus aureus,recovered,ranged,5.0,10.0
23466,Vibrio alginolyticus,recovered,ranged,10.0,20.0
23467,Aeromonas hydrophila,recovered,ranged,2.5,5.0
23467,Bacillus subtilis,recovered,ranged,1.25,2.5
23467,Corynebacterium glutamicum,recovered,censored,0.0,1.25
23467,Escherichia coli,recovered,ranged,1.25,2.5
23467,Pseudomonas aeruginosa,recovered,ranged,2.5,5.0
23467,Pseudomonas fluorescens,recovered,ranged,1.25,2.5
23467,Shigella flexneri,recovered,ranged,2.5,5.0
23467,Staphylococcus aureus,recovered,ranged,2.5,5.0
23467,Vibrio alginolyticus,recovered,ranged,5.0,10.0
23468,Aeromonas hydrophila,recovered,ranged,5.0,10.0
23468,Bacillus subtilis,recovered,ranged,2.5,5.0
23468,Corynebacterium glutamicum,recovered,ranged,1.25,2.5
23468,Escherichia coli,recovered,ranged,2.5,5.0
23468,Pseudomonas aeruginosa,recovered,ranged,20.0,40.0
23468,Pseudomonas fluorescens,recovered,ranged,5.0,10.0
23468,Shigella flexneri,recovered,ranged,2.5,5.0
23468,Staphylococcus aureus,recovered,ranged,10.0,20.0
23468,Vibrio alginolyticus,recovered,censored,40.0,inf
23469,Aeromonas hydrophila,recovered,censored,40.0,inf
23469,Bacillus subtilis,recovered,censored,0.0,1.25
23469,Corynebacterium glutamicum,recovered,censored,0.0,1.25
23469,Escherichia coli,recovered,censored,40.0,inf
23469,Pseudomonas aeruginosa,recovered,ranged,10.0,20.0
23469,Pseudomonas fluorescens,recovered,ranged,1.25,2.5
23469,Shigella flexneri,recovered,ranged,1.25,2.5
23469,Staphylococcus aureus,recovered,censored,40.0,inf
23469,Vibrio alginolyticus,recovered,censored,40.0,inf
23470,Aeromonas hydrophila,recovered,censored,40.0,inf
23470,Bacillus subtilis,recovered,ranged,10.0,20.0
23470,Corynebacterium glutamicum,recovered,ranged,5.0,10.0
23470,Escherichia coli,recovered,censored,40.0,inf
23470,Pseudomonas aeruginosa,recovered,censored,40.0,inf
23470,Pseudomonas fluorescens,recovered,censored,40.0,inf
23470,Shigella flexneri,recovered,censored,40.0,inf
23470,Staphylococcus aureus,recovered,censored,40.0,inf
23470,Vibrio alginolyticus,recovered,censored,40.0,inf
23476,Enterobacter cloacae,recovered,censored,65.6,inf
23476,Klebsiella pneumoniae,recovered,censored,65.6,inf
23476,Pseudomonas aeruginosa,recovered,censored,65.6,inf
23477,Acinetobacter baumannii,recovered,censored,73.0,inf
23477,Enterobacter cloacae,recovered,censored,73.0,inf
23477,Escherichia coli,recovered,censored,73.0,inf
23477,Klebsiella pneumoniae,recovered,censored,73.0,inf
23477,Pseudomonas aeruginosa,recovered,censored,73.0,inf
23477,Staphylococcus aureus,recovered,censored,73.0,inf
23479,Aeromonas hydrophila,recovered,ranged,20.0,40.0
23479,Escherichia coli,recovered,ranged,10.0,20.0
23479,Photobacterium damselae,recovered,censored,0.0,1.25
23479,Pseudomonas fluorescens,recovered,ranged,5.0,10.0
23479,Shigella flexneri,recovered,ranged,2.5,5.0
23480,Aeromonas hydrophila,recovered,ranged,5.0,10.0
23480,Escherichia coli,recovered,ranged,2.5,5.0
23480,Photobacterium damselae,recovered,censored,0.0,1.25
23480,Pseudomonas fluorescens,recovered,ranged,2.5,5.0
23480,Shigella flexneri,recovered,censored,0.0,1.25
23481,Aeromonas hydrophila,recovered,ranged,10.0,20.0
23481,Escherichia coli,recovered,ranged,10.0,20.0
23481,Photobacterium damselae,recovered,censored,0.0,1.25
23481,Pseudomonas fluorescens,recovered,ranged,5.0,10.0
23481,Shigella flexneri,recovered,ranged,1.25,2.5
23482,Aeromonas hydrophila,recovered,ranged,5.0,10.0
23482,Escherichia coli,recovered,ranged,2.5,5.0
23482,Photobacterium damselae,recovered,censored,0.0,1.25
23482,Pseudomonas fluorescens,recovered,ranged,5.0,10.0
23482,Shigella flexneri,recovered,censored,0.0,1.25
23506,Klebsiella pneumoniae,recovered,censored,163.0,inf
23506,Pseudomonas aeruginosa,recovered,censored,163.0,inf
23506,Salmonella typhimurium,recovered,censored,163.0,inf
23506,Staphylococcus aureus,recovered,censored,163.0,inf
23554,Streptococcus pyogenes,recovered,ranged,8.0,16.0
23555,Klebsiella pneumoniae,recovered,ranged,32.0,64.0
23556,Streptococcus pneumoniae,recovered,ranged,8.0,16.0
23557,Klebsiella pneumoniae,recovered,censored,64.0,inf
23558,Klebsiella pneumoniae,recovered,censored,64.0,inf
23558,Pseudomonas aeruginosa,recovered,censored,64.0,inf
23558,Streptococcus pneumoniae,recovered,censored,64.0,inf
23558,Streptococcus pyogenes,recovered,censored,64.0,inf
23577,Acinetobacter baumannii,recovered,censored,174.0,inf
23577,Enterococcus faecalis,recovered,censored,174.0,inf
23577,Escherichia coli,recovered,censored,174.0,inf
23577,Klebsiella pneumoniae,recovered,censored,174.0,inf
23577,Pseudomonas aeruginosa,recovered,censored,174.0,inf
23577,Staphylococcus aureus,recovered,censored,174.0,inf
23585,Escherichia coli,recovered,censored,102.0,inf
23585,Staphylococcus aureus,recovered,censored,102.0,inf
23586,Acinetobacter baumannii,recovered,ranged,6.0,12.0
23586,Staphylococcus aureus,recovered,ranged,6.0,12.0
23586,Vibrio alginolyticus,recovered,ranged,6.0,12.0
23586,Vibrio fluvialis,recovered,ranged,6.0,12.0
23586,Vibrio harveyi,recovered,ranged,6.0,12.0
23586,Vibrio parahaemolyticus,recovered,ranged,6.0,12.0
23587,Klebsiella pneumoniae,recovered,censored,56.3,inf
23587,Pseudomonas aeruginosa,recovered,censored,56.3,inf
23587,Salmonella enterica,recovered,censored,56.3,inf
23589,Salmonella enterica,recovered,censored,43.1,inf
23590,Pseudomonas aeruginosa,recovered,censored,35.7,inf
23590,Salmonella enterica,recovered,censored,35.7,inf
23592,Pseudomonas aeruginosa,recovered,censored,38.6,inf
23592,Salmonella enterica,recovered,censored,38.6,inf
23627,Enterococcus faecalis,recovered,censored,128.0,inf
23627,Streptococcus pneumoniae,recovered,censored,128.0,inf
23631,Enterococcus faecalis,recovered,censored,128.0,inf
23632,Enterococcus faecalis,recovered,censored,128.0,inf
23657,Escherichia coli,recovered,censored,26.2,inf
23658,Escherichia coli,recovered,censored,25.9,inf
23659,Escherichia coli,recovered,censored,25.5,inf
23660,Escherichia coli,recovered,censored,29.8,inf
23661,Escherichia coli,recovered,censored,29.3,inf
23662,Escherichia coli,recovered,censored,28.8,inf
23663,Escherichia coli,recovered,censored,28.4,inf
23664,Escherichia coli,recovered,censored,27.9,inf
23665,Escherichia coli,recovered,censored,30.8,inf
23668,Escherichia coli,recovered,censored,29.3,inf
23673,Acinetobacter baumannii,recovered,censored,128.0,inf
23673,Bacteroides eggerthii,recovered,censored,128.0,inf
23673,Bacteroides fragilis,recovered,censored,128.0,inf
23673,Bacteroides ovatus,recovered,censored,128.0,inf
23673,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23673,Staphylococcus aureus,recovered,censored,128.0,inf
23674,Akkermansia muciniphila,recovered,censored,128.0,inf
23674,Bacteroides eggerthii,recovered,censored,128.0,inf
23674,Bacteroides fragilis,recovered,censored,128.0,inf
23674,Bacteroides ovatus,recovered,censored,128.0,inf
23674,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23674,Bacteroides uniformis,recovered,censored,128.0,inf
23674,Bacteroides vulgatus,recovered,censored,128.0,inf
23674,Clostridium scindens,recovered,censored,128.0,inf
23674,Klebsiella pneumoniae,recovered,censored,128.0,inf
23674,Parabacteroides distasonis,recovered,censored,128.0,inf
23674,Staphylococcus aureus,recovered,censored,128.0,inf
23675,Akkermansia muciniphila,recovered,censored,128.0,inf
23675,Bacteroides eggerthii,recovered,censored,128.0,inf
23675,Bacteroides fragilis,recovered,censored,128.0,inf
23675,Bacteroides ovatus,recovered,censored,128.0,inf
23675,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23675,Bacteroides uniformis,recovered,censored,128.0,inf
23675,Bacteroides vulgatus,recovered,censored,128.0,inf
23675,Clostridium scindens,recovered,censored,128.0,inf
23675,Collinsella aerofaciens,recovered,censored,128.0,inf
23675,Parabacteroides distasonis,recovered,censored,128.0,inf
23675,Staphylococcus aureus,recovered,censored,128.0,inf
23676,Akkermansia muciniphila,recovered,censored,128.0,inf
23676,Bacteroides fragilis,recovered,censored,128.0,inf
23676,Bacteroides ovatus,recovered,censored,128.0,inf
23676,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23676,Clostridium scindens,recovered,censored,128.0,inf
23676,Parabacteroides distasonis,recovered,censored,128.0,inf
23676,Staphylococcus aureus,recovered,censored,128.0,inf
23677,Akkermansia muciniphila,recovered,censored,128.0,inf
23677,Bacteroides eggerthii,recovered,censored,128.0,inf
23677,Bacteroides fragilis,recovered,censored,128.0,inf
23677,Bacteroides ovatus,recovered,censored,128.0,inf
23677,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23677,Clostridium scindens,recovered,censored,128.0,inf
23677,Staphylococcus aureus,recovered,censored,128.0,inf
23678,Akkermansia muciniphila,recovered,censored,128.0,inf
23678,Bacteroides eggerthii,recovered,censored,128.0,inf
23678,Bacteroides fragilis,recovered,censored,128.0,inf
23678,Bacteroides ovatus,recovered,censored,128.0,inf
23678,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23678,Bacteroides uniformis,recovered,censored,128.0,inf
23678,Bacteroides vulgatus,recovered,censored,128.0,inf
23678,Clostridium scindens,recovered,censored,128.0,inf
23678,Collinsella aerofaciens,recovered,censored,128.0,inf
23678,Parabacteroides distasonis,recovered,censored,128.0,inf
23678,Staphylococcus aureus,recovered,censored,128.0,inf
23678,Staphylococcus epidermidis,recovered,censored,128.0,inf
23679,Akkermansia muciniphila,recovered,censored,128.0,inf
23679,Bacteroides eggerthii,recovered,censored,128.0,inf
23679,Bacteroides fragilis,recovered,censored,128.0,inf
23679,Bacteroides ovatus,recovered,censored,128.0,inf
23679,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23679,Bacteroides uniformis,recovered,censored,128.0,inf
23679,Bacteroides vulgatus,recovered,censored,128.0,inf
23679,Clostridium scindens,recovered,censored,128.0,inf
23679,Parabacteroides distasonis,recovered,censored,128.0,inf
23679,Staphylococcus aureus,recovered,censored,128.0,inf
23680,Akkermansia muciniphila,recovered,censored,128.0,inf
23680,Bacteroides eggerthii,recovered,censored,128.0,inf
23680,Bacteroides fragilis,recovered,censored,128.0,inf
23680,Bacteroides ovatus,recovered,censored,128.0,inf
23680,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23680,Bacteroides uniformis,recovered,censored,128.0,inf
23680,Bacteroides vulgatus,recovered,censored,128.0,inf
23680,Clostridium scindens,recovered,censored,128.0,inf
23680,Collinsella aerofaciens,recovered,censored,128.0,inf
23680,Parabacteroides distasonis,recovered,censored,128.0,inf
23680,Staphylococcus aureus,recovered,censored,128.0,inf
23680,Staphylococcus epidermidis,recovered,censored,128.0,inf
23681,Akkermansia muciniphila,recovered,censored,128.0,inf
23681,Bacteroides eggerthii,recovered,censored,128.0,inf
23681,Bacteroides fragilis,recovered,censored,128.0,inf
23681,Bacteroides ovatus,recovered,censored,128.0,inf
23681,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23681,Bacteroides uniformis,recovered,censored,128.0,inf
23681,Bacteroides vulgatus,recovered,censored,128.0,inf
23681,Clostridium scindens,recovered,censored,128.0,inf
23681,Collinsella aerofaciens,recovered,censored,128.0,inf
23681,Klebsiella pneumoniae,recovered,censored,128.0,inf
23681,Parabacteroides distasonis,recovered,censored,128.0,inf
23681,Staphylococcus aureus,recovered,censored,128.0,inf
23681,Staphylococcus epidermidis,recovered,censored,128.0,inf
23682,Akkermansia muciniphila,recovered,censored,128.0,inf
23682,Bacteroides fragilis,recovered,censored,128.0,inf
23682,Bacteroides ovatus,recovered,censored,128.0,inf
23682,Clostridium scindens,recovered,censored,128.0,inf
23682,Collinsella aerofaciens,recovered,censored,128.0,inf
23682,Staphylococcus aureus,recovered,censored,128.0,inf
23683,Akkermansia muciniphila,recovered,censored,128.0,inf
23683,Bacteroides fragilis,recovered,censored,128.0,inf
23683,Bacteroides ovatus,recovered,censored,128.0,inf
23683,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23683,Clostridium scindens,recovered,censored,128.0,inf
23683,Collinsella aerofaciens,recovered,censored,128.0,inf
23683,Staphylococcus aureus,recovered,censored,128.0,inf
23684,Akkermansia muciniphila,recovered,censored,128.0,inf
23684,Bacteroides eggerthii,recovered,censored,128.0,inf
23684,Bacteroides fragilis,recovered,censored,128.0,inf
23684,Bacteroides ovatus,recovered,censored,128.0,inf
23684,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23684,Bacteroides uniformis,recovered,censored,128.0,inf
23684,Bacteroides vulgatus,recovered,censored,128.0,inf
23684,Clostridium scindens,recovered,censored,128.0,inf
23684,Collinsella aerofaciens,recovered,censored,128.0,inf
23684,Klebsiella pneumoniae,recovered,censored,128.0,inf
23684,Parabacteroides distasonis,recovered,censored,128.0,inf
23684,Staphylococcus aureus,recovered,censored,128.0,inf
23684,Staphylococcus epidermidis,recovered,censored,128.0,inf
23685,Akkermansia muciniphila,recovered,censored,128.0,inf
23685,Bacteroides eggerthii,recovered,censored,128.0,inf
23685,Bacteroides fragilis,recovered,censored,128.0,inf
23685,Bacteroides ovatus,recovered,censored,128.0,inf
23685,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23685,Bacteroides uniformis,recovered,censored,128.0,inf
23685,Clostridium scindens,recovered,censored,128.0,inf
23685,Collinsella aerofaciens,recovered,censored,128.0,inf
23685,Klebsiella pneumoniae,recovered,censored,128.0,inf
23685,Parabacteroides distasonis,recovered,censored,128.0,inf
23685,Staphylococcus aureus,recovered,censored,128.0,inf
23685,Staphylococcus epidermidis,recovered,censored,128.0,inf
23686,Akkermansia muciniphila,recovered,censored,128.0,inf
23686,Bacteroides eggerthii,recovered,censored,128.0,inf
23686,Bacteroides fragilis,recovered,censored,128.0,inf
23686,Bacteroides ovatus,recovered,censored,128.0,inf
23686,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23686,Bacteroides uniformis,recovered,censored,128.0,inf
23686,Bacteroides vulgatus,recovered,censored,128.0,inf
23686,Clostridium scindens,recovered,censored,128.0,inf
23686,Collinsella aerofaciens,recovered,censored,128.0,inf
23686,Parabacteroides distasonis,recovered,censored,128.0,inf
23686,Staphylococcus aureus,recovered,censored,128.0,inf
23687,Akkermansia muciniphila,recovered,censored,128.0,inf
23687,Bacteroides eggerthii,recovered,censored,128.0,inf
23687,Bacteroides fragilis,recovered,censored,128.0,inf
23687,Bacteroides ovatus,recovered,censored,128.0,inf
23687,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23687,Bacteroides uniformis,recovered,censored,128.0,inf
23687,Bacteroides vulgatus,recovered,censored,128.0,inf
23687,Clostridium scindens,recovered,censored,128.0,inf
23687,Collinsella aerofaciens,recovered,censored,128.0,inf
23687,Parabacteroides distasonis,recovered,censored,128.0,inf
23687,Staphylococcus aureus,recovered,censored,128.0,inf
23687,Staphylococcus epidermidis,recovered,censored,128.0,inf
23688,Bacteroides fragilis,recovered,censored,128.0,inf
23688,Bacteroides ovatus,recovered,censored,128.0,inf
23688,Collinsella aerofaciens,recovered,censored,128.0,inf
23688,Staphylococcus aureus,recovered,censored,128.0,inf
23689,Akkermansia muciniphila,recovered,censored,128.0,inf
23689,Bacteroides eggerthii,recovered,censored,128.0,inf
23689,Bacteroides fragilis,recovered,censored,128.0,inf
23689,Bacteroides ovatus,recovered,censored,128.0,inf
23689,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23689,Bacteroides uniformis,recovered,censored,128.0,inf
23689,Bacteroides vulgatus,recovered,censored,128.0,inf
23689,Clostridium scindens,recovered,censored,128.0,inf
23689,Collinsella aerofaciens,recovered,censored,128.0,inf
23689,Parabacteroides distasonis,recovered,censored,128.0,inf
23689,Staphylococcus aureus,recovered,censored,128.0,inf
23690,Bacteroides ovatus,recovered,censored,128.0,inf
23690,Clostridium scindens,recovered,censored,128.0,inf
23690,Pseudomonas aeruginosa,recovered,censored,128.0,inf
23691,Akkermansia muciniphila,recovered,censored,128.0,inf
23691,Bacteroides eggerthii,recovered,censored,128.0,inf
23691,Bacteroides fragilis,recovered,censored,128.0,inf
23691,Bacteroides ovatus,recovered,censored,128.0,inf
23691,Bacteroides thetaiotaomicron,recovered,censored,128.0,inf
23691,Bacteroides uniformis,recovered,censored,128.0,inf
23691,Bacteroides vulgatus,recovered,censored,128.0,inf
23691,Clostridium scindens,recovered,censored,128.0,inf
23691,Parabacteroides distasonis,recovered,censored,128.0,inf
23714,Escherichia coli,recovered,censored,4000.0,inf
23715,Escherichia coli,recovered,censored,4000.0,inf
23716,Escherichia coli,recovered,censored,4000.0,inf
23717,Bacillus cereus,recovered,censored,4000.0,inf
23717,Escherichia coli,recovered,censored,4000.0,inf
23717,Salmonella typhimurium,recovered,censored,4000.0,inf
23717,Staphylococcus aureus,recovered,censored,4000.0,inf
23718,Bacillus cereus,recovered,censored,4000.0,inf
23718,Escherichia coli,recovered,censored,4000.0,inf
23718,Salmonella typhimurium,recovered,censored,4000.0,inf
23718,Staphylococcus aureus,recovered,censored,4000.0,inf
23719,Bacillus cereus,recovered,censored,4000.0,inf
23719,Escherichia coli,recovered,censored,4000.0,inf
23719,Salmonella typhimurium,recovered,censored,4000.0,inf
23719,Staphylococcus aureus,recovered,censored,4000.0,inf
